0,015
0,003
1,020
0,016
0,057
0,004
0,222
0,012
0,234
0,025
0,033
0,022
0,052
0,023
0,044
0,069
0,108
0,141
0,028
0,010
3,014
0,089
0,018
0,078
0,008
0,021
0,216
0,004
0,011
0,218
0,030
0,100
0,024
0,024
0,027
0,136
0,127
0,055
1,003
0,009
0,030
0,020
0,028
0,012
0,009
0,007
0,072
0,058
0,218
0,018
1,066
0,055
0,152
0,089
0,058
0,015
0,047
0,019
0,131
0,154
0,102
0,063
0,038
0,058
0,091
0,031
0,044
0,068
0,016
0,065
0,072
0,026
0,072
0,042
1,034
0,017
0,005
0,034
0,008
0,014
0,013
0,030
0,005
0,010
0,001
3,259
1,057
0,033
0,056
0,071
0,159
3,033
0,005
0,038
0,063
0,046
0,054
0,289
0,195
0,009
0,115
0,056
0,033
0,108
0,048
0,018
0,007
0,003
0,002
0,024
0,001
0,203
0,093
0,018
0,013
1,207
0,026
0,049
0,027
0,268
0,243
0,044
0,012
0,061
0,048
1,524
0,165
0,058
0,012
0,012
0,412
1,041
0,205
0,099
0,002
0,021
0,290
0,096
0,059
0,032
0,999
0,001
0,001
0,001
0,003
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
